[INFO] Tests run: 23, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 122.4 s -- in ai.pipestream.quic.SealedJobsTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.870 s -- in ai.pipestream.quic.v2.AuthorityExpansionSchedulingTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.901 s -- in ai.pipestream.quic.v2.AuthorityRuleClientTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.983 s -- in ai.pipestream.quic.v2.AuthorizationClockRecoveryTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.449 s -- in ai.pipestream.quic.v2.BranchExecutionCapacityTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.725 s -- in ai.pipestream.quic.v2.BranchExecutionRecoveryTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.767 s -- in ai.pipestream.quic.v2.BranchExecutionTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.971 s -- in ai.pipestream.quic.v2.BranchSchedulerTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.405 s -- in ai.pipestream.quic.v2.CancellationReconciliationTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in ai.pipestream.quic.v2.CapabilityListBoundsTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.628 s -- in ai.pipestream.quic.v2.CheckpointObservationTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.664 s -- in ai.pipestream.quic.v2.ClientControlTimeoutOptionTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.694 s -- in ai.pipestream.quic.v2.ClientJournalFaultTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.033 s -- in ai.pipestream.quic.v2.ClientRecoveryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.175 s -- in ai.pipestream.quic.v2.ClosureReconciliationCapacityTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.713 s -- in ai.pipestream.quic.v2.ClosureReconciliationRecoveryTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.975 s -- in ai.pipestream.quic.v2.ClosureReconciliationTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.934 s -- in ai.pipestream.quic.v2.CompletedSessionObservationTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.499 s -- in ai.pipestream.quic.v2.ControlWaitServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.282 s -- in ai.pipestream.quic.v2.CredentialExpiryReconnectTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.497 s -- in ai.pipestream.quic.v2.DeclarationStoreTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 11.16 s -- in ai.pipestream.quic.v2.DurableAuthorizationTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 9.990 s -- in ai.pipestream.quic.v2.DurableBranchTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.255 s -- in ai.pipestream.quic.v2.DurableClientCeilingTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.391 s -- in ai.pipestream.quic.v2.DurableClientContradictionTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 18.61 s -- in ai.pipestream.quic.v2.DurableClientControlDeadlineTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.129 s -- in ai.pipestream.quic.v2.DurableClientLocatorTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.660 s -- in ai.pipestream.quic.v2.DurableClientResultNegativeTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.959 s -- in ai.pipestream.quic.v2.DurableClientTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.115 s -- in ai.pipestream.quic.v2.DurableHostIdleWritesTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.236 s -- in ai.pipestream.quic.v2.DurableLifecycleTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.454 s -- in ai.pipestream.quic.v2.DurableMutationTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.692 s -- in ai.pipestream.quic.v2.DurableRequestsTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.033 s -- in ai.pipestream.quic.v2.DurableServerTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 41.05 s -- in ai.pipestream.quic.v2.DurableWireNegativeTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.416 s -- in ai.pipestream.quic.v2.ExecutionClosureTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.498 s -- in ai.pipestream.quic.v2.ExecutionDiscoverySuffixTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.004 s -- in ai.pipestream.quic.v2.ExecutionDiscoveryTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.090 s -- in ai.pipestream.quic.v2.ExecutionRuntimeCreditTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 7.954 s -- in ai.pipestream.quic.v2.ExecutionRuntimeResourceTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.197 s -- in ai.pipestream.quic.v2.ExecutionRuntimeTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.818 s -- in ai.pipestream.quic.v2.ExecutionSchedulerRecoveryTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.942 s -- in ai.pipestream.quic.v2.ExecutionSchedulerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.494 s -- in ai.pipestream.quic.v2.ExecutionStoreCapacityTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.542 s -- in ai.pipestream.quic.v2.ExecutionStorePolicyTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.511 s -- in ai.pipestream.quic.v2.ExecutionStoreRecoveryTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.792 s -- in ai.pipestream.quic.v2.ExecutionStoreTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.238 s -- in ai.pipestream.quic.v2.ExpansionTransitionTest
[INFO] Tests run: 14, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.359 s -- in ai.pipestream.quic.v2.FenceStoreTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.408 s -- in ai.pipestream.quic.v2.FixedRecordsTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 93.70 s -- in ai.pipestream.quic.v2.FixtureMainTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 6.947 s -- in ai.pipestream.quic.v2.FundingScaleTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.378 s -- in ai.pipestream.quic.v2.HookPlacementTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.363 s -- in ai.pipestream.quic.v2.InputInstallReclaimRaceTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.237 s -- in ai.pipestream.quic.v2.InputStoreFundingTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.267 s -- in ai.pipestream.quic.v2.InputReceiverCreditTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.130 s -- in ai.pipestream.quic.v2.InputRetirementGateTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.408 s -- in ai.pipestream.quic.v2.InputStoreFundingRecoveryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.415 s -- in ai.pipestream.quic.v2.InputStorePinnedInstallTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.300 s -- in ai.pipestream.quic.v2.InputStoreReaderPinsTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.215 s -- in ai.pipestream.quic.v2.InputStoreReceiverPinsTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.494 s -- in ai.pipestream.quic.v2.InputStoreRecoverySyncTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.123 s -- in ai.pipestream.quic.v2.InputStoreRecoveryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.428 s -- in ai.pipestream.quic.v2.InputStoreResourceTest
[INFO] Tests run: 13, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.081 s -- in ai.pipestream.quic.v2.InputStoreTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 12.07 s -- in ai.pipestream.quic.v2.LossyTransportCreditTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.604 s -- in ai.pipestream.quic.v2.MigrationWireTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.400 s -- in ai.pipestream.quic.v2.OrphanRetainedReleaseTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.758 s -- in ai.pipestream.quic.v2.OrphanScanTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.793 s -- in ai.pipestream.quic.v2.OrphanStoreTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.295 s -- in ai.pipestream.quic.v2.OrphanStoreRecoveryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.933 s -- in ai.pipestream.quic.v2.OutputRetentionDependencyTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.249 s -- in ai.pipestream.quic.v2.OutputRetentionGeometryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.215 s -- in ai.pipestream.quic.v2.OutputRetentionStoreRecoveryTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.599 s -- in ai.pipestream.quic.v2.OutputRetentionStoreTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.868 s -- in ai.pipestream.quic.v2.OutputStoreReclaimRecoveryTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.380 s -- in ai.pipestream.quic.v2.OutputStoreReclaimTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.504 s -- in ai.pipestream.quic.v2.OutputStoreRecoveryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.461 s -- in ai.pipestream.quic.v2.OutputStoreResourceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.249 s -- in ai.pipestream.quic.v2.OutputStoreTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 19.29 s -- in ai.pipestream.quic.v2.PeerRuleWireTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.939 s -- in ai.pipestream.quic.v2.ProducedAdmissionTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.794 s -- in ai.pipestream.quic.v2.ProducedDeclarationTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.486 s -- in ai.pipestream.quic.v2.ProducedInputOrphanRaceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.322 s -- in ai.pipestream.quic.v2.ProducedRecoveryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.740 s -- in ai.pipestream.quic.v2.PublicationStoreCapacityTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.113 s -- in ai.pipestream.quic.v2.PublicationStoreRecoveryTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.793 s -- in ai.pipestream.quic.v2.PublicationStoreTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in ai.pipestream.quic.v2.RefusalCodeRegistryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.398 s -- in ai.pipestream.quic.v2.ResultAbortWireTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.689 s -- in ai.pipestream.quic.v2.ResultDeliveryWireGapTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.960 s -- in ai.pipestream.quic.v2.ResultServiceTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.977 s -- in ai.pipestream.quic.v2.ResultStoreTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.971 s -- in ai.pipestream.quic.v2.RetentionServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.950 s -- in ai.pipestream.quic.v2.RetentionStoreRecoveryTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 6.763 s -- in ai.pipestream.quic.v2.RetentionStoreTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.284 s -- in ai.pipestream.quic.v2.RetirementChildScopeTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.416 s -- in ai.pipestream.quic.v2.RetirementIntegrityTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in ai.pipestream.quic.v2.RetirementRecordTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.873 s -- in ai.pipestream.quic.v2.RetirementServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.945 s -- in ai.pipestream.quic.v2.RetryStoreFailureTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.206 s -- in ai.pipestream.quic.v2.RetryStoreTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in ai.pipestream.quic.v2.SchemaBoundsAndRegistryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.721 s -- in ai.pipestream.quic.v2.ScopePagingWireTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 26.88 s -- in ai.pipestream.quic.v2.SessionLogGrowthTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.980 s -- in ai.pipestream.quic.v2.SessionRetirementCrashTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.798 s -- in ai.pipestream.quic.v2.SessionRetirementTest
[INFO] Tests run: 14, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.214 s -- in ai.pipestream.quic.v2.SessionStoreTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.934 s -- in ai.pipestream.quic.v2.StoreBindingRecoveryTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.033 s -- in ai.pipestream.quic.v2.StoreBindingTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.316 s -- in ai.pipestream.quic.v2.StreamTransportTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in ai.pipestream.quic.v2.TransportDependencyTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in ai.pipestream.quic.v2.V2ObjectStreamTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in ai.pipestream.quic.v2.V2ClientCorrelationTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.613 s -- in ai.pipestream.quic.v2.V2CommitmentResourceTest
[INFO] Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.388 s -- in ai.pipestream.quic.v2.V2CommitmentsTest
[INFO] Tests run: 13, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.196 s -- in ai.pipestream.quic.v2.V2CoreClientTest
[INFO] Tests run: 13, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.266 s -- in ai.pipestream.quic.v2.V2CoreServerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 23.85 s -- in ai.pipestream.quic.v2.V2MainProcessTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.157 s -- in ai.pipestream.quic.v2.V2MainStorageFundingTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.075 s -- in ai.pipestream.quic.v2.V2ObjectResourceTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.853 s -- in ai.pipestream.quic.v2.V2TlsTest
[INFO] Tests run: 78, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.017 s -- in ai.pipestream.quic.v2.V2WireTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 23.89 s -- in ai.pipestream.quic.SealedCheckpointStoreTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 42.81 s -- in ai.pipestream.quic.SealedCompletionReservationsTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.325 s -- in ai.pipestream.quic.SealedExecutorTest
[INFO] Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.920 s -- in ai.pipestream.quic.SealedPayloadStoreTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in ai.pipestream.quic.SealedScopeTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.772 s -- in ai.pipestream.quic.SealedStateImagesTest
[INFO] Tests run: 14, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.438 s -- in ai.pipestream.quic.SealedStoreBindingTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in ai.pipestream.quic.TlsPeerIdentityTest
[INFO] Tests run: 806, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD SUCCESS
RUN_DONE
